pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_mass,st_logg,sy_dist
HD 96700 c,1,3,Radial Velocity,2021,19.88,1.69,3.5,0.293,,5845,0.89,4.39,25.4111
HD 96700 d,1,3,Radial Velocity,2021,103.5,3.61,12.7,0.27,,5845,0.89,4.39,25.4111
HD 96992 b,1,1,Radial Velocity,2021,514,13.7,362.3262,0.41,,4725,0.96,2.76,396.082
HD 97048 b,1,1,Disk Kinematics,2019,,13.3,794.575,,,10000,2.4,4.14,183.857
HD 97658 b,1,1,Radial Velocity,2010,9.4897116,2.12,8.3,0.05,751,5212,0.85,4.64,21.5618
HD 98219 b,1,1,Radial Velocity,2011,433.8,13.4,624.21812,0.079,,4925,1.41,3.36,113.704
HD 98649 b,1,1,Radial Velocity,2012,6022.9725,12.7,2158.0657,0.86,,5790,1.03,4.51,42.1727
HD 98736 b,2,1,Radial Velocity,2018,968.8,13.3,740.5439,0.226,,5271,0.92,4.47,32.4459
HD 99109 b,1,1,Radial Velocity,2005,439.29999,14.3,139.8452,0.09,,5282,0.76,4.34,54.7901
HD 99492 b,2,1,Radial Velocity,2004,17.0431,5.02,22.2481,0.25,,4815,0.48,4.28,18.2038
HD 99706 b,1,2,Radial Velocity,2011,841,13.7,390.9309,0.25,,4862,1.46,3.09,146.6
HD 99706 c,1,2,Radial Velocity,2018,1278,12.8,1808.4527,0.411,,4862,1.72,3.2,146.6
HIP 105854 b,1,1,Radial Velocity,2014,184.2,12.6,2606.1,0.02,,4780,2.1,2.94,78.6381
HIP 107772 b,1,1,Radial Velocity,2020,55.199,3.64,12.9,0.18,,4006,0.63,4.73,23.6434
HIP 107773 b,1,1,Radial Velocity,2015,144.3,13.4,629.3034,0.09,,4945,2.42,2.6,105.18
HIP 109384 b,1,1,Radial Velocity,2016,499.48,13.5,495.8148,0.549,,5180,0.78,4.43,58.9582
HIP 109600 b,2,1,Radial Velocity,2016,232.08,13.2,851.7844,0.163,,5530,0.87,4.45,66.3361
HIP 114933 b,1,1,Radial Velocity,2021,1481.6,13.4,616.58711,0.21,,4823,1.39,2.99,101.766
HIP 116454 b,2,1,Transit,2014,9.1205,2.466,12.7132,0.2,690,5089,0.81,4.59,62.4491
HIP 12961 b,1,1,Radial Velocity,2010,57.435,13.2,114.4188,0.17,,3901,0.69,4.65,23.371
HIP 14810 b,1,3,Radial Velocity,2005,6.673892,13,1239.537,0.14399,,5544,1.01,4.32,50.48
HIP 14810 c,1,3,Radial Velocity,2006,147.747,13.6,416.3573,0.1566,,5544,1.01,4.22,50.48
HIP 14810 d,1,3,Radial Velocity,2009,981.8,14.1,187.5197,0.185,,5544,1.01,4.22,50.48
HIP 35173 b,1,1,Radial Velocity,2019,41.516,3.61,12.7,0.16,,4881,0.79,4.52,33.1562
HIP 38594 b,1,2,Radial Velocity,2020,60.722,2.77,8.1,0.17,,4086.3,0.61,4.63,17.7886
HIP 38594 c,1,2,Radial Velocity,2020,3477.768,7.94,48.4,0.16,,4086.3,0.61,4.63,17.7886
HIP 41378 b,1,5,Transit,2016,15.572098,2.9,8.75,,,6226,1.17,4.18,106.289
HIP 41378 c,1,5,Transit,2016,31.70648,2.56,7.08,,,6226,1.17,4.18,106.289
HIP 41378 d,1,5,Transit,2016,1114,3.96,14.9,,,6226,1.17,4.2,106.289
HIP 41378 e,1,5,Transit,2016,131,5.51,26,,,6226,1.17,4.18,106.289
HIP 41378 f,1,5,Transit,2016,1084,10.2,74,,,6226,1.17,4.2,106.289
HIP 4845 b,1,1,Radial Velocity,2020,34.15,3.89,14.4,0.25,,4010,0.62,4.62,21.0974
HIP 48714 b,1,1,Radial Velocity,2020,17.818,5.11,22.9,0.5,,4015.5,0.58,4.66,10.5298
HIP 5158 b,1,2,Radial Velocity,2009,345.72,13.6,451,0.52,,4962,0.78,4.37,51.6026
HIP 5158 c,1,2,Radial Velocity,2011,9017.76,12.2,4780.1632,0.14,,4813,0.78,4.58,51.6026
HIP 54373 b,1,2,Radial Velocity,2019,7.76,2.87,8.62,0.2,,4021,0.57,4.68,18.7168
HIP 54373 c,1,2,Radial Velocity,2019,15.144,3.57,12.44,0.2,,4021,0.57,4.68,18.7168
HIP 56640 b,1,1,Radial Velocity,2021,2574.9,13,1166.43025,0.12,,4769,1.04,2.91,122.324
HIP 57274 b,1,3,Radial Velocity,2011,8.1352,2.4,6.3566,0.19,,4510,0.29,4.11,25.8618
HIP 57274 c,1,3,Radial Velocity,2011,32.03,14.2,130,0.05,,4640,0.73,4.71,25.8618
HIP 57274 d,1,3,Radial Velocity,2011,431.7,14.2,167.4,0.27,,4640,0.73,4.71,25.8618
HIP 63242 b,1,1,Radial Velocity,2013,124.6,12.5,2917.56,0.23,,4830,1.54,2.53,156.456
HIP 65 A b,2,1,Transit,2020,0.9809734,22.754,1021.18779,0,1411,4590,0.78,4.61,61.7856
HIP 65407 b,1,2,Radial Velocity,2016,28.125,14.3,136.03124,0.14,,5460,0.93,4.47,61.7804
HIP 65407 c,1,2,Radial Velocity,2016,67.3,13.9,249.17872,0.12,,5460,0.93,4.47,61.7804
HIP 65426 b,1,1,Imaging,2017,,16.814,2860.47,,1500,8840,1.96,4.32,108.875
HIP 65891 b,1,1,Radial Velocity,2015,1084.5,12.8,1906.98,0.13,,5000,2.5,2.9,150.292
HIP 67522 b,1,1,Transit,2020,6.959503,10.07,72.4,0.059,1174,5675,1.22,4.2,127.28
HIP 67537 b,1,1,Radial Velocity,2017,2556.5,12.4,3527.913,0.59,,4985,2.41,2.85,116.046
HIP 67851 b,1,2,Radial Velocity,2015,88.9,13.6,438.6054,0.05,,4890,1.63,3.15,64.1181
HIP 67851 c,1,2,Radial Velocity,2015,2131.8,12.7,2002.2,0.17,,4890,1.63,3.15,64.1181
HIP 70849 b,2,1,Radial Velocity,2009,17337.5,12.5,2860,0.715,,4105,0.63,4.62,24.0572
HIP 71135 b,1,1,Radial Velocity,2019,87.19,4.55,18.8,0.21,,4146,0.66,4.54,32.3311
HIP 74890 b,1,1,Radial Velocity,2016,822.3,13.3,762.792,0.07,,4850,1.74,3.1,78.6562
HIP 75092 b,1,1,Radial Velocity,2021,926.4,13.5,568.91285,0.42,,4891,1.28,3.09,81.6696
HIP 78530 b,1,1,Imaging,2010,,12,7300,,2700,10500,2.5,4.13,136.759
HIP 79098 AB b,2,1,Imaging,2019,,12.1,6515.515,,2450,9193.75,3.75,,145.798
HIP 79431 b,1,1,Radial Velocity,2009,111.7,13.4,667.415,0.29,,3191,0.49,4.76,14.5324
HIP 8541 b,2,1,Radial Velocity,2016,1560.2,12.8,1748.065,0.16,,4670,1.17,2.7,155.121
HIP 90988 b,1,1,Radial Velocity,2021,453.9,13.4,622.94368,0.08,,4883,1.3,3.32,94.0349
HIP 91258 b,1,1,Radial Velocity,2013,5.0505,13.7,346.4347,0.02,,5519,0.97,4.53,45.8846
HIP 97166 b,1,2,Transit,2021,10.28891,2.74,20,0.16,757,5198,0.9,4.41,65.9501
HIP 97166 c,1,2,Radial Velocity,2021,16.84,3.12,9.9,0.25,642,5198,0.9,4.41,65.9501
HIP 97233 b,1,1,Radial Velocity,2014,1058.8,12.1,6356.3,0.61,,5020,1.93,3.26,102.275
HN Peg b,1,1,Imaging,2006,,11.777,6991.57,,,6186,1.08,4.48,18.1186
HR 2562 b,1,1,Imaging,2016,,12.442,9534.9,,1200,6785,1.3,4.4,34.0071
HR 5183 b,2,1,Radial Velocity,2019,27000,13.1,1026.5909,0.84,171,5794,1.07,4.02,31.4607
HR 810 b,1,1,Radial Velocity,1999,302.79999,13.3,721.4741,0.14,,6167,1.34,4.46,17.3181
HR 858 b,2,3,Transit,2019,3.58599,2.085,5,0.3,1572,6201,1.15,4.26,31.964
HR 858 c,2,3,Transit,2019,5.97293,1.939,4.42,0.19,1326,6201,1.15,4.26,31.964
HR 858 d,2,3,Transit,2019,11.23,2.164,5.32,0.28,1075,6201,1.15,4.26,31.964
HR 8799 b,1,4,Imaging,2008,170000,13,2000,,1200,7204.58,1.5,4.3,41.2441
HR 8799 c,1,4,Imaging,2008,69000,13,3000,0.5,1200,7204.58,1.5,4.3,41.2441
HR 8799 d,1,4,Imaging,2008,37000,13,3000,0.6,1300,7204.58,1.5,4.3,41.2441
HR 8799 e,1,4,Imaging,2010,20815.6,13.115,3178.3,0.15,1150,7400,1.51,4,41.2441
HU Aqr AB b,2,2,Eclipse Timing Variations,2011,2390,12.8,1875.197,0,,5952,0.88,,192.1980787
HU Aqr AB c,2,2,Eclipse Timing Variations,2011,4368,12.9,1430.235,0.51,,5952,0.88,,192.1980787
HW Vir b,3,1,Eclipse Timing Variations,2012,4640,12.3,4602.90201,0.4,,8868.67,0.48,,171.701
IC 4651 9122 b,1,1,Radial Velocity,2018,734,12.7,2002.329,0.18,,4740.1,2.1,2.52,859.324
K2-10 b,1,1,Transit,2015,19.3044,3.84,27,0.31,703,5620,0.92,4.5,272.36
K2-100 b,1,1,Transit,2016,1.6739035,3.88,21.8,0,1841,5945,1.15,4.33,188.959
K2-101 b,1,1,Transit,2016,14.6762429,2,4.66,0.1,618,4927,0.82,4.59,188.33
K2-102 b,1,1,Transit,2016,9.915615,1.3,2.24,0.1,,4695,0.77,4.53,188.175
K2-104 b,1,1,Transit,2016,1.9741954,1.79,3.86,0.09,798,3712,0.51,4.78,189.289
K2-105 b,1,1,Transit,2017,8.2669928,3.59,30,,928,5636,1.05,4.49,197.989
K2-107 b,1,1,Transit,2017,3.313959,15.98,266.9772,0,1649,6061,1.3,4.04,685.2
K2-108 b,1,1,Transit,2017,4.733999,5.33,59.4,0.18,1360,5599,1.17,4.02,477.295
K2-11 b,1,1,Transit,2015,39.93767,7.55,44.4,,734,5433,1.35,4.56,329.309
K2-110 b,1,1,Transit,2017,13.86387,2.56,16.7,0.079,575,4950,0.75,4.61,116.474
K2-111 b,1,2,Transit,2017,5.3518,1.82,5.29,0.13,1309,5775,0.84,4.25,200.394
K2-111 c,1,2,Radial Velocity,2020,15.6785,3.37,11.3,0.07,,5775,0.84,4.25,200.394
K2-113 b,1,1,Transit,2017,5.817685,12.14,410.0007,0,1098,5660,1.04,4.27,635.722
K2-114 b,1,1,Transit,2017,11.3909344,10.88,587.9855,0,722,5039,0.89,4.51,475.758
K2-115 b,1,1,Transit,2017,20.272615,12.06,266.9772,0.137,619,5657,0.95,4.53,413.591
K2-116 b,1,1,Transit,2017,4.655411,0.69,0.257,0.06,,4348.35,0.69,4.64,49.3855
K2-117 b,1,2,Transit,2017,1.2916,2.03,4.78,0.06,868,3778,0.54,4.75,101.632
K2-117 c,1,2,Transit,2017,5.444017,2.06,4.9,0.15,537,3778,0.54,4.75,101.632
K2-118 b,1,1,Transit,2017,50.92092,2.54,6.99,0.2,,4726.29,0.76,4.53,321.722
K2-119 b,1,1,Transit,2017,7.727283,2.53,6.94,0.07,666,4740,0.76,4.62,365.581
K2-12 b,1,1,Transit,2015,8.28212,2.33,6.04,,1003,5800,1.01,4.3,326.381
K2-120 b,1,1,Transit,2017,9.562742,2.01,4.7,0.14,,4349.9,0.69,,289.543874
K2-121 b,1,1,Transit,2017,5.1857539,7.52,44.1,0.22,738,4690,0.69,4.63,169.398
K2-122 b,2,1,Transit,2017,2.2193023,1.16,1.65,0.21,769,4009,0.63,4.69,72.0444
K2-123 b,1,1,Transit,2017,30.951524,2.76,8.05,0.06,338,4035,0.62,4.69,161.555
K2-124 b,1,1,Transit,2017,6.413651,2.9,8.75,0.08,442,3570,0.39,4.86,140.385
K2-125 b,1,1,Transit,2017,21.750264,2.18,5.39,0.08,,3654.47,0.49,4.83,124.156
K2-126 b,1,1,Transit,2017,7.385655,1.97,4.54,0.06,601,4339,0.69,4.66,102.953
K2-127 b,1,1,Transit,2017,3.588163,8.37,52.9,0.12,809,4575,0.72,4.65,709.999
K2-128 b,1,1,Transit,2017,5.675819,1.42,2.6,0.23,,4469.51,0.71,4.7,114.637
K2-129 b,1,1,Transit,2017,8.239493,1.04,1.12,0.13,,3459.09,0.36,4.87,27.7957
K2-13 b,1,1,Transit,2015,39.91488,1.89,4.23,,511,5698,0.8,4.33,342.394
K2-130 b,1,1,Transit,2017,2.49412,1.25,2.1,0.17,,4356.47,0.7,4.62,118.011
K2-131 b,1,1,Transit,2017,0.36931,1.7,6.3,0,2062,5245,0.84,4.61,152.509
K2-132 b,1,1,Transit,2017,9.1751,14.572,155.7367,0.29,1586,4840,1.08,3.3,609.818
K2-133 b,1,4,Transit,2017,3.07133,1.34,2.36,,,3655,0.46,4.77,75.1703
K2-133 c,1,4,Transit,2017,4.86784,1.603,3.2,,,3655,0.46,4.77,75.1703
K2-133 d,1,4,Transit,2017,11.02454,2.003,4.67,,,3655,0.46,4.77,75.1703
K2-133 e,1,4,Transit,2019,26.5841,1.73,3.64,,296,3655,0.46,4.77,75.1703
K2-136 b,2,3,Transit,2017,7.975292,0.99,0.937,0.1,553,4499,0.74,4.66,59.2474
K2-136 c,2,3,Transit,2017,17.307137,2.91,8.8,0.13,425,4499,0.74,4.66,59.2474
K2-136 d,2,3,Transit,2017,25.575065,1.45,2.7,0.14,373,4499,0.74,4.66,59.2474
K2-137 b,1,1,Transit,2017,0.179715,0.89,158.915,0,1471,3492,0.46,4.82,98.8765
K2-138 b,1,6,Transit,2017,2.35309,1.51,3.1,0.048,1157,5356.3,0.94,4.54,202.585
K2-138 c,1,6,Transit,2017,3.56004,2.299,6.31,0.045,1012,5356.3,0.94,4.54,202.585
K2-138 d,1,6,Transit,2017,5.40479,2.39,7.92,0.043,888,5356.3,0.94,4.54,202.585
K2-138 e,1,6,Transit,2017,8.26146,3.39,12.97,0.077,757,5356.3,0.94,4.54,202.585
K2-138 f,1,6,Transit,2017,12.75758,2.904,1.63,0.062,653,5356.3,0.94,4.54,202.585
K2-138 g,1,6,Transit,2021,41.96797,3.013,4.32,0.059,445,5356.3,0.94,4.54,202.585
K2-139 b,1,1,Transit,2017,28.380619,9.11,123.00021,0.12,524,5370,0.96,4.54,153.856
K2-14 b,1,1,Transit,2015,8.36802,4.81,20.7,0.14,488,3789,0.47,4.89,364.048
K2-140 b,1,1,Transit,2017,6.569188,13.563,295.58042,0,962,5585,0.96,4.4,347.917
K2-141 b,1,2,Transit,2018,0.2803244,1.51,5.08,0,2039,4599,0.71,4.62,61.8736
K2-141 c,1,2,Transit,2018,7.7485,7,7.4,0,,4599,0.71,4.62,61.8736
K2-146 b,1,2,Transit,2018,2.6446,2.05,5.77,0.129,534,3385,0.33,4.9,79.3002
K2-146 c,1,2,Transit,2019,4.00498,2.19,7.49,0.075,,3385,0.33,4.91,79.3002
K2-147 b,1,1,Transit,2018,0.961917,1.38,2.48,,,3672,0.58,4.72,90.5494
K2-148 b,2,3,Transit,2018,4.38395,1.33,2.33,,,4079,0.65,4.65,124.458
K2-148 c,2,3,Transit,2018,6.9226,1.73,3.64,,,4079,0.65,4.65,124.458
K2-148 d,2,3,Transit,2018,9.7579,1.64,3.33,,,4079,0.65,4.65,124.458
K2-149 b,1,1,Transit,2018,11.332,1.64,3.33,,,3745,0.59,4.71,123.676
K2-15 b,1,1,Transit,2015,11.8104,2.48,6.71,,676,5131,0.72,4.57,493.992
K2-150 b,1,1,Transit,2018,10.59357,2,4.66,,,3499,0.46,4.82,102.483
K2-151 b,2,1,Transit,2018,3.835476,1.49,2.83,,566,3695,0.47,4.8,69.4798
K2-152 b,1,1,Transit,2018,32.6479,2.29,5.86,,337,4044,0.63,4.67,108.449
K2-153 b,1,1,Transit,2018,7.51574,2,4.66,,497,3845,0.55,4.73,143.125
K2-154 b,1,2,Transit,2018,3.67626,1.99,4.62,,715,4097,0.65,4.65,129.356
K2-154 c,1,2,Transit,2018,7.95486,2.07,4.94,,552,4097,0.65,4.65,129.356
K2-155 b,1,3,Transit,2018,6.342,1.8,3.89,,708,4258,0.65,4.6,72.7998
K2-155 c,1,3,Transit,2018,13.85,2.6,7.27,,583,4258,0.65,4.6,72.7998
K2-155 d,1,3,Transit,2018,40.718,1.9,4.27,,381,4258,0.65,4.6,72.7998
K2-156 b,1,1,Transit,2018,0.81314,1.15,1.6,,1347,4597,0.66,4.62,150.21
K2-157 b,1,1,Transit,2018,0.365257,1.055,1.18,,,5456,0.94,4.55,298.373
K2-158 b,1,2,Transit,2018,10.06049,2.64,7.46,,794,5503,0.92,4.45,197.299
K2-158 c,1,2,Transit,2018,5.90279,1.28,2.18,,948,5503,0.92,4.45,197.299
K2-159 b,1,1,Transit,2018,12.42205,2.26,5.73,,684,5425,0.9,4.56,170.998
K2-16 b,1,3,Transit,2015,7.6188,2.02,4.74,,658,4742,0.68,4.51,334.967
K2-16 c,1,3,Transit,2015,19.07863,2.54,6.99,,485,4742,0.68,4.51,334.967
K2-160 b,1,1,Transit,2018,3.705871,3.178,10.2,,,5649,0.98,4.61,315.363
K2-161 b,1,1,Transit,2018,9.283188,6.117,31.1,,,4972,0.99,3.63,916.319
K2-162 b,1,1,Transit,2018,9.45889,1.44,2.67,,631,4842,0.75,4.63,124.433
K2-163 b,1,1,Transit,2018,6.673117,2.466,6.65,,,4937,0.83,4.71,208.529
K2-164 b,1,1,Transit,2018,17.355066,3.249,10.6,,,5791,1.18,3.81,375.67
K2-165 b,1,3,Transit,2018,2.354992,1.274,2.17,,,5185,0.83,4.46,134.591
K2-165 c,1,3,Transit,2018,4.382745,1.554,3.03,,,5185,0.83,4.46,134.591
K2-165 d,1,3,Transit,2018,14.101361,2.648,7.5,,,5185,0.83,4.46,134.591
K2-166 b,1,2,Transit,2018,8.52695,2.19,5.43,,1140,5960,1.16,4.09,476.882
K2-167 b,1,1,Transit,2018,9.977481,2.819,8.34,,,5908,1.02,3.88,80.8994
K2-168 b,1,2,Transit,2018,15.8523,1.86,4.12,,766,5502.7,0.88,4.46,243.935
K2-169 b,1,1,Transit,2018,6.380803,1.273,2.16,,,5548,0.99,4.56,235.867
K2-17 b,1,1,Transit,2015,17.96753,2.23,5.6,0.18,487,4320,0.71,4.8,125.106
K2-170 b,1,2,Transit,2018,7.576544,1.418,2.6,,,5748,0.96,4.34,392.872
K2-170 c,1,2,Transit,2018,12.400047,1.802,3.9,,,5748,0.96,4.34,392.872
K2-171 b,1,1,Transit,2018,5.628466,2.687,7.69,,,5250,0.89,3.95,606.128
K2-172 b,1,2,Transit,2018,14.316941,1.666,3.42,,,5569,0.93,4.61,249.742
K2-172 c,1,2,Transit,2018,29.62682,3.206,10.4,,,5569,0.93,4.61,249.742
K2-173 b,1,1,Transit,2018,5.868699,1.608,3.22,,,5580,0.88,4.52,228.641
K2-174 b,1,1,Transit,2018,19.562307,2.6,7.27,,455,4455,0.7,4.62,99.9293
K2-175 b,1,1,Transit,2018,9.525988,2.038,4.81,,,5909,1.09,4.11,247.266
K2-176 b,1,1,Transit,2018,5.329439,1.491,2.83,,,5428,0.94,4.63,247.302
K2-177 b,1,1,Transit,2018,14.155185,2.116,5.13,,,6063,1.21,4.38,492.167
K2-178 b,1,1,Transit,2018,8.747818,3.558,12.4,,,5525,0.95,4.55,214.753
K2-179 b,1,1,Transit,2018,5.172191,2.513,6.86,,,5015,0.82,4.63,190.81
K2-18 b,1,2,Transit,2015,32.939623,2.37,8.92,0.2,284,3457,0.36,4.79,38.0266
K2-18 c,1,2,Radial Velocity,2017,8.962,2.65,7.51,0.47,363,3457,0.36,4.79,38.0266
K2-180 b,1,1,Transit,2018,8.8656511,2.52,11.44182,0,802,5306,0.72,4.57,203.896
K2-181 b,1,1,Transit,2018,6.894256,2.84,8.45,,962,5608,0.99,4.38,360.911
K2-182 b,1,1,Transit,2018,4.7369729,2.7,7.75,,982,5181,0.84,4.56,154.83
K2-183 b,1,3,Transit,2018,0.469269,2.599,7.27,,,5482,0.94,4.6,329.041
K2-183 c,1,3,Transit,2018,10.792635,2.87,8.6,,787,5519,0.93,4.43,329.041
K2-183 d,1,3,Transit,2018,22.631964,2.86,8.55,,615,5519,0.93,4.43,329.041
K2-184 b,1,1,Transit,2018,16.9780102,1.47,2.76,,533,5245,0.84,4.62,75.5857
K2-185 b,1,2,Transit,2018,10.616384,1.15,1.6,,809,5788,0.96,4.48,268.357
K2-185 c,1,2,Transit,2018,52.713494,2.39,6.3,,477,5788,0.96,4.48,268.357
K2-186 b,1,1,Transit,2018,41.474219,3.172,10.2,,,5784,1.02,4.45,330.739
K2-187 b,1,4,Transit,2018,0.77392,1.3,2.24,,1815,5484,0.98,4.5,330.916
K2-187 c,1,4,Transit,2018,2.872042,1.8,3.89,,1173,5484,0.98,4.5,330.916
K2-187 d,1,4,Transit,2018,7.14921,3.17,10.2,,865,5484,0.98,4.5,330.916
K2-187 e,1,4,Transit,2018,13.609878,2.38,6.26,,698,5484,0.98,4.5,330.916
K2-188 b,1,2,Transit,2018,1.742169,1.35,2.39,,1692,5977,1.06,4.31,446.821
K2-188 c,1,2,Transit,2018,7.810253,2.83,8.4,,1026,5977,1.06,4.31,446.821
K2-189 b,1,2,Transit,2018,2.588309,1.52,2.92,,1197,5519,0.94,4.53,242.113
K2-189 c,1,2,Transit,2018,6.679195,2.5,6.8,,872,5519,0.94,4.53,242.113
K2-19 b,1,3,Transit,2015,7.9194,7.74,28.5,0.119,854,5430,0.93,4.63,289.827
K2-19 c,1,3,Transit,2015,11.90715,4.86,7.5,0.183,745,5430,0.93,4.63,289.827
K2-19 d,1,3,Transit,2016,2.50856,1.14,14,0,1252,5430,0.93,4.63,289.827
K2-190 b,1,2,Transit,2018,10.098858,1.357,2.41,,,5631,0.9,4.38,160.679
K2-190 c,1,2,Transit,2018,21.574023,1.093,1.34,,,5631,0.9,4.38,160.679
K2-191 b,1,1,Transit,2018,2.858646,1.579,3.12,,,5176,0.9,4.57,287.188
K2-192 b,1,1,Transit,2018,4.162817,1.52,2.92,,939,5222,0.9,4.57,221.753
K2-193 b,1,1,Transit,2018,14.786889,3.95,14.8,,739,5817,1.01,4.46,411.923
K2-194 b,1,1,Transit,2018,39.721386,3.642,12.9,,,5979,1.11,4.21,629.51
K2-195 b,1,2,Transit,2018,15.852975,3.13,9.96,,720,5713,0.94,4.42,315.014
K2-195 c,1,2,Transit,2018,28.482786,2.576,7.16,,,5712,0.96,4.55,315.014
K2-196 b,1,1,Transit,2018,48.324222,3.6,12.6,,,6045,1.16,4.08,584.877
K2-197 b,1,1,Transit,2018,8.357881,2.56,7.08,,848,5667,1,4.5,247.637
K2-198 b,1,3,Transit,2018,17.0428683,4.189,16.3,,716,5212.9,0.8,4.6,110.567
K2-198 c,1,3,Transit,2019,3.3596055,1.423,2.61,,1230,5212.9,0.8,4.6,110.567
K2-198 d,1,3,Transit,2019,7.4500177,2.438,6.52,,943,5212.9,0.8,4.6,110.567
K2-199 b,1,2,Transit,2018,3.225338,1.87,4.16,,861,4648,0.73,4.64,107.518
K2-199 c,1,2,Transit,2018,7.374694,2.78,8.15,,653,4648,0.73,4.64,107.518
K2-200 b,1,1,Transit,2018,2.849883,1.364,2.43,,,5233,0.86,4.71,184.131
K2-201 b,1,2,Transit,2018,1.05979,1.4,2.54,,,5507,0.96,4.68,197.932
K2-201 c,1,2,Transit,2018,22.779878,3.286,10.8,,,5507,0.96,4.68,197.932
K2-202 b,1,1,Transit,2018,3.405164,2.302,5.91,,,5491,0.97,4.55,300.397
K2-203 b,1,1,Transit,2018,9.695101,1.371,2.45,,,5000,0.79,4.43,166.147
K2-204 b,1,1,Transit,2018,7.055784,3.046,9.51,,,5755,1.01,4.23,577.235
K2-205 b,1,1,Transit,2018,26.672263,1.996,4.64,,,5890,0.95,4.25,405.301
K2-206 b,1,1,Transit,2018,18.294549,2.795,8.22,,,5043,0.79,4.46,244.443
K2-207 b,1,1,Transit,2018,12.48749,2.606,7.3,,,5522,0.94,4.41,363.064
K2-208 b,1,1,Transit,2018,4.190948,1.679,3.46,,,5582,0.93,4.62,256.887
K2-209 b,1,1,Transit,2018,2.080615,0.869,0.586,,,4720,0.74,4.46,76.4986
K2-21 b,1,2,Transit,2015,9.325038,1.84,4.04,0.1,500,4222.06,0.68,4.83,83.6448
K2-21 c,1,2,Transit,2015,15.50192,2.49,6.76,0.21,420,4222.06,0.68,4.83,83.6448
K2-210 b,1,1,Transit,2018,0.570233,0.819,0.474,,,5396,0.91,4.55,176.51
K2-211 b,1,1,Transit,2018,0.669558,1.375,2.46,,,5221,0.88,4.6,272.297
K2-212 b,1,1,Transit,2018,9.79551,2.52,6.9,,542,4272,0.67,4.64,109.218
K2-213 b,1,1,Transit,2018,8.13087,1.514,2.9,,,5794,1.07,4.25,389.702
K2-214 b,1,1,Transit,2018,8.596802,2.43,6.48,,1006,5854,1.05,4.25,300.64
K2-215 b,1,1,Transit,2018,8.269648,2.124,5.16,,,5704,1,4.41,403.964
K2-216 b,1,1,Transit,2018,2.1748,1.75,8,0,1103,4503,0.7,4.57,115.461
K2-217 b,1,1,Transit,2018,14.074524,3.579,12.5,,,5967,1.1,4.17,381.878
K2-218 b,1,1,Transit,2018,8.679885,2.569,7.13,,,5757,1.05,4.45,394.083
K2-219 b,1,3,Transit,2018,3.901287,1.348,2.38,,,5753,1.02,4.23,325.4
K2-219 c,1,3,Transit,2018,6.66767,1.438,2.66,,,5753,1.02,4.23,325.4
K2-219 d,1,3,Transit,2018,11.137278,2.576,7.16,,,5753,1.02,4.23,325.4
K2-22 b,2,1,Transit,2015,0.381078,2.5,444.962,0.19,2100,3830,0.6,4.65,243.836
K2-220 b,1,1,Transit,2018,13.683256,2.39,6.3,,758,5660,0.96,4.4,233.514
K2-221 b,1,1,Transit,2018,2.399094,1.679,3.46,,,5716,1.01,4.57,318.81
K2-222 b,1,1,Transit,2018,15.387063,2.39,6.3,,801,6058,1,4.37,101.321
K2-223 b,1,2,Transit,2018,0.50565,0.89,0.64,,2271,5835,1.06,4.48,198.604
K2-223 c,1,2,Transit,2018,4.56327,1.57,3.09,,1091,5835,1.06,4.48,198.604
K2-224 b,1,2,Transit,2018,4.47904,1.56,3.05,,1002,5620,0.91,4.55,275.255
K2-224 c,1,2,Transit,2018,10.09489,2.41,6.39,,764,5620,0.91,4.55,275.255
K2-225 b,1,1,Transit,2018,15.87209,3.49,12,,902,5742,1.27,4.08,357.778
K2-226 b,1,1,Transit,2018,3.27108,1.54,2.99,,1120,5424,0.88,4.47,211.265
K2-227 b,1,1,Transit,2018,13.621832,1.666,3.41,,,5673,0.95,4.58,187.234
K2-228 b,1,1,Transit,2018,2.69828,1.21,1.92,,914,4715,0.71,4.66,129.46
K2-229 b,1,2,Transit,2018,0.58426,1.14,2.49,0,1818,5315,0.87,4.59,102.564
K2-229 c,1,2,Transit,2018,8.32727,2.03,21.3,0,750,5315,0.87,4.59,102.564
K2-230 b,1,1,Transit,2018,2.86041,1.96,4.5,,1529,5945,1.11,4.2,540.773
K2-231 b,1,1,Transit,2018,13.841901,2.5,6.8,,,5695,1.01,4.48,321.215
K2-232 b,1,1,Transit,2018,11.168454,11.209,126.49634,0.258,1030,6154,1.19,4.38,130.72
K2-233 b,1,3,Transit,2018,2.4675,1.343,11.26,0.079,1121,5033,0.79,4.64,67.5062
K2-233 c,1,3,Transit,2018,7.06005,1.281,12.81,0.2002,790,5033,0.79,4.64,67.5062
K2-233 d,1,3,Transit,2018,24.3645,2.358,21.14,0.1999,523,5033,0.79,4.64,67.5062
K2-237 b,1,1,Transit,2018,2.1805577,18.405,392.83788,0,1838,6099,1.23,4.27,314.995
K2-238 b,1,1,Transit,2018,3.20466,14.572,273.3338,0,1587,5630,1.19,4.11,537.963
K2-239 b,1,3,Transit,2018,5.24,1.1,1.37,,502,3420,0.4,4.9,31.0849
